"publisher","journal_name","issn","type_colection","type","SJR_2015","JCR_2014"
NA,"World Journal of Pharmaceutical Research","0167-6494","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6507","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-5995","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6401","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6446","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6462","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6467","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6469","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6480","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6500","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6522","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6536","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6537","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6540","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6541","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6544","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6548","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6550","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6568","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6586","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6597","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6613","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6659","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6667","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6678","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6681","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6703","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6352","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6411","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6569","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6589","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6591","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6648","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6673","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6691","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6805","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6623","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6679","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6747","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6592","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6727","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6720","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6658","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6639","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6660","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6668","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6669","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6654","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6815","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6791","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6820","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6783","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6817","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6758","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6839","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6828","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6840","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6801","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6562","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6501","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6534","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6576","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6577","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6638","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6640","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6647","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6661","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6664","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6670","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6671","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6680","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6686","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6692","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6694","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6695","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6696","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6698","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6701","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6706","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6707","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6708","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6709","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6710","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6712","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6713","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6714","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6715","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6718","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6722","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6726","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6729","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6731","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6733","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6734","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6735","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6736","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6739","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6743","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6744","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6745","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6746","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6749","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6751","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0167-6756","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6757","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6759","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6760","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6767","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6770","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6775","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6778","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6779","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6781","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6782","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6784","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6785","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6794","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6796","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6797","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6798","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6800","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6804","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6806","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6807","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6808","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6809","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6811","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6812","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6813","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6823","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6824","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6826","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6827","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6830","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6848","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6866","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6477","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6491","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6780","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6799","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6821","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6833","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6849","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6850","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6852","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6854","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6855","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6856","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6857","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6859","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6860","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6863","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6793","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6818","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6134","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0169-6967","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6644","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6766","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6279","webscraping","ind_journal",NA,NA
NA,"World Journal of Pharmaceutical Research","0168-6286","webscraping","ind_journal",NA,NA
